title	release_year	rating_small	user_rating_score	dataset_small	rating_big	type	dataset_big	director	score_available	dataset	tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres	averageRating	numVotes
The Cravings	2016				TV-14	TV Show	big		False	big											
The Crime	2015				TV-MA	TV Show	big		False	big	tt4247004	short	The Crime	The Crime	0.0	2015.0		25.0	Crime,Drama,Short	5.3	8.0
The Crow	1994				R	Movie	big	Alex Proyas	False	big	tt0109506	movie	The Crow	The Crow	0.0	1994.0		102.0	Action,Crime,Drama	7.5	218906.0
The Cruise	1970				TV-PG	Movie	big	Marek Piwowski	False	big	tt0066289	movie	The Cruise	Rejs	0.0	1970.0		65.0	Comedy	7.5	3807.0
The Cuba Libre Story	2015				TV-14	TV Show	big		False	big	tt5319838	tvMiniSeries	The Cuba Libre Story	The Cuba Libre Story	0.0	2015.0	2016.0	52.0	Documentary,History	7.6	2111.0
The Curse of Oak Island	2016				TV-PG	TV Show	big		False	big											
The Damned Rain	2009				TV-14	Movie	big	Satish Manwar	False	big	tt1483762	movie	The Damned Rain	Gabhricha Paus	0.0	2009.0		95.0	Comedy,Drama	7.8	270.0
The Dark Crystal	1982				PG	Movie	big	Frank Oz, Jim Henson	False	big	tt0083791	movie	The Dark Crystal	The Dark Crystal	0.0	1982.0		93.0	Adventure,Family,Fantasy	7.1	73865.0
The Darkest Dawn	2016				TV-MA	Movie	big		False	big	tt6017594	movie	The Darkest Dawn	The Darkest Dawn	0.0	2016.0		76.0	Sci-Fi	4.1	2174.0
The Daughter	2015				TV-MA	Movie	big	Simon Stone	False	big	tt3922816	movie	The Daughter	The Daughter	0.0	2015.0		96	Drama	6.6	5590.0
The Dawn Wall	2017				TV-MA	Movie	big	Peter Mortimer, Josh Lowell	False	big	tt7286916	movie	The Dawn Wall	The Dawn Wall	0.0	2017.0		100.0	Biography,Documentary,Sport	8.1	21643.0
The Day I Met El Chapo	2017				TV-MA	TV Show	big		False	big											
The Day My Butt Went Psycho!	2015				TV-Y7	TV Show	big		False	big											
The Day Will Come	2016				TV-14	TV Show	big		False	big	tt4659056	movie	The Day Will Come	Der kommer en dag	0.0	2016.0		119.0	Drama	7.9	6150.0
The Dealer	2010				TV-14	Movie	big	Ahmed Saleh	False	big	tt2364114	movie	The Dealer	El-Dilar	0.0	2010.0		122.0	Action,Adventure,Drama	5.7	864.0
The Death and Life of Marsha P. Johnson	2017				TV-MA	Movie	big	David France	False	big	tt5233558	movie	The Death and Life of Marsha P. Johnson	The Death and Life of Marsha P. Johnson	0.0	2017.0		105.0	Biography,Documentary	7.2	3250.0
The Death of Mr. Lazarescu	2005				R	Movie	big	Cristi Puiu	False	big	tt0456149	movie	The Death of Mr. Lazarescu	Moartea domnului Lazarescu	0.0	2005.0		153.0	Comedy,Drama	7.8	16224.0
The Death of Stalin	2017				R	Movie	big	Armando Iannucci	False	big	tt4686844	movie	The Death of Stalin	The Death of Stalin	0.0	2017.0		107.0	Comedy,Drama,History	7.3	118314.0
The Departed	2006				R	Movie	big	Martin Scorsese	False	big	tt0407887	movie	The Departed	The Departed	0.0	2006.0		151.0	Crime,Drama,Thriller	8.5	1469124.0
The Desert Bride	2017				TV-14	Movie	big	Cecilia Atán, Valeria Pivato	False	big	tt6147512	movie	The Desert Bride	La Novia del Desierto	0.0	2017.0		78.0	Drama	6.5	729.0
The Detained	2017				TV-14	Movie	big	Blair Hayes	False	big											
The Devil Is a Part-Timer!	2013				TV-14	TV Show	big		False	big	tt2622982	tvSeries	The Devil Is a Part-Timer!	Hataraku Maou-sama!	0.0	2013.0	2023.0	24.0	Action,Animation,Comedy	7.5	9150.0
The Devil and Father Amorth	2017				TV-PG	Movie	big	William Friedkin	False	big	tt6883152	movie	The Devil and Father Amorth	The Devil and Father Amorth	0.0	2017.0		68.0	Documentary	4.6	2701.0
The Devil's Mistress	2016				TV-MA	Movie	big	Filip Renc	False	big											
The Diabolical	2015				TV-MA	Movie	big	Alistair Legrand	False	big	tt3603808	movie	The Diabolical	The Diabolical	0.0	2015.0		86	Horror,Sci-Fi	4.7	5864.0
The Dirty Picture	2011				TV-14	Movie	big	Milan Luthria	False	big	tt1954206	movie	The Dirty Picture	The Dirty Picture	0.0	2011.0		145.0	Biography,Comedy,Drama	6.6	10762.0
The Distinguished Citizen	2016				TV-MA	Movie	big	Gastón Duprat, Mariano Cohn	False	big	tt4562518	movie	The Distinguished Citizen	El ciudadano ilustre	0.0	2016.0		118.0	Comedy,Drama	7.5	13832.0
The Do-Over	2016	TV-MA	84.0	small	TV-MA	Movie	big	Steven Brill	True	smallbig	tt4769836	movie	The Do-Over	The Do-Over	0.0	2016.0		108.0	Action,Adventure,Comedy	5.7	53210.0
The Doctor Blake Mysteries	2016	TV-MA	57.0	small					True	small											
The Doll 2	2017				TV-MA	Movie	big	Rocky Soraya	False	big	tt6409782	movie	The Doll 2	The Doll 2	0.0	2017.0		117.0	Horror,Thriller	5.2	739.0
The Dream Catchers	2009				TV-14	TV Show	big		False	big	tt12263602	tvSeries	The Dream Catchers	The Dream Catchers	0.0	2009.0	2009.0	60.0	Drama,Romance		
The Dream Job	2016				TV-14	TV Show	big		False	big	tt7131688	tvSeries	The Dream Job	The Dream Job	0.0	2016.0	2016.0	45.0	Family	6.7	19.0
The Drowning	2016				TV-MA	Movie	big	Bette Gordon	False	big	tt4653586	movie	The Drowning	The Drowning	0.0	2016.0		95.0	Drama,Mystery,Thriller	4.5	3379.0
The Drunk and on Drugs Happy Funtime Hour	2011				TV-MA	TV Show	big		False	big											
The Dukes of Hazzard: The Beginning	2007				R	Movie	big	Robert Berlinger	False	big	tt0800328	tvMovie	The Dukes of Hazzard: The Beginning	The Dukes of Hazzard: The Beginning	0.0	2007.0		95.0	Action,Adventure,Comedy	4.4	5322.0
The Eichmann Show	2015				TV-MA	Movie	big	Paul Andrew Williams	False	big	tt4163668	tvMovie	The Eichmann Show	The Eichmann Show	0.0	2015.0		96.0	Drama,History	6.5	5139.0
The Eighties	2016				TV-PG	TV Show	big		False	big	tt5144776	tvMiniSeries	The Eighties	The Eighties	0.0	2016.0	2016.0	42.0	Documentary,History	8.2	1574.0
The Emigrant	1994				TV-14	Movie	big	Youssef Chahine	False	big	tt0110545	movie	The Emigrant	Al-mohager	0.0	1994.0		129.0	Drama	6.5	1172.0
The End of Evangelion	1997				TV-MA	Movie	big	Hideaki Anno, Kazuya Tsurumaki	False	big											
The End of the Tour	2015				R	Movie	big	James Ponsoldt	False	big	tt3416744	movie	The End of the Tour	The End of the Tour	0.0	2015.0		106.0	Biography,Drama	7.2	33282.0
The Evil Dead	1981				TV-MA	Movie	big	Sam Raimi	False	big	tt0083907	movie	The Evil Dead	The Evil Dead	0.0	1981.0		85.0	Horror	7.4	240420.0
The Exception	2016				R	Movie	big	David Leveaux	False	big	tt4721124	movie	The Exception	The Exception	0.0	2016.0		107.0	Drama,History,Romance	6.8	16033.0
The Eyes of My Mother	2016				R	Movie	big	Nicolas Pesce	False	big	tt5225338	movie	The Eyes of My Mother	The Eyes of My Mother	0.0	2016.0		76.0	Drama,Horror,Thriller	6.2	15059.0
The Family Court	2010				TV-MA	TV Show	big		False	big	tt9184102	tvSeries	The Family Court	The Family Court	0.0	2010.0	2010.0	45.0	Drama		
The Fear of 13	2015				TV-MA	Movie	big	David Sington	False	big	tt5083702	movie	The Fear of 13	The Fear of 13	0.0	2015.0		96.0	Biography,Crime,Documentary	7.6	7687.0
The Fierce Wife	2010				TV-MA	TV Show	big		False	big	tt4304720	tvSeries	The Fierce Wife	Xi li ren qi	0.0	2010.0	2011.0		Drama	7.3	143.0
The Figurine (Araromire)	2009				TV-14	Movie	big	Kunle Afolayan	False	big											
The First Lady	2015				TV-MA	Movie	big	Omoni Oboli	False	big	tt15148808	movie	The First Lady	The First Lady	0.0	2015.0		107.0	Drama		
The First Line	2014				TV-14	Movie	big	Coerte Voorhees, John Voorhees	False	big	tt3422314	movie	The First Line	Promakhos	0.0	2014.0		91	Drama	4.7	334.0
The First Wives Club	1996				PG	Movie	big	Hugh WIlson	False	big	tt0116313	movie	The First Wives Club	The First Wives Club	0.0	1996.0		103.0	Comedy	6.5	56060.0
The Five	2016				TV-MA	TV Show	big	Mark Tonderai	False	big	tt4370528	tvMiniSeries	The Five	The Five	0.0	2016.0	2016.0	60.0	Crime,Drama,Mystery	7.5	12537.0
The Five Venoms	1978				R	Movie	big	Cheh Chang	False	big											
The Flash	2016	TV-PG	98.0	small					True	small	tt8088778	tvEpisode	The Flash	The Flash	0.0	2016.0			Talk-Show		
The Flintstones in Viva Rock Vegas	2000				PG	Movie	big	Brian Levant	False	big	tt0158622	movie	The Flintstones in Viva Rock Vegas	The Flintstones in Viva Rock Vegas	0.0	2000.0		90.0	Comedy,Family,Romance	3.7	26109.0
The Fluffy Movie	2014				PG-13	Movie	big	Manny Rodriguez, Jay Lavender	False	big											
The Flying Guillotine	1975				TV-MA	Movie	big	Meng Hua Ho	False	big	tt0071512	movie	The Flying Guillotine	Xue di zi	0.0	1975.0		111.0	Action,Drama	6.6	1688.0
The Following	2015	TV-14		small					False	small											
The Forbidden Kingdom	2008				PG-13	Movie	big	Rob Minkoff	False	big	tt0865556	movie	The Forbidden Kingdom	The Forbidden Kingdom	0.0	2008.0		104.0	Action,Adventure,Fantasy	6.5	111013.0
The Fosters	2016	TV-14	73.0	small					True	small											
The Fosters	2017				TV-14	TV Show	big		False	big											
The Founder	2016				PG-13	Movie	big	John Lee Hancock	False	big	tt4276820	movie	The Founder	The Founder	0.0	2016.0		115.0	Biography,Drama	7.2	188003.0
The Four Seasons	1981				PG	Movie	big	Alan Alda	False	big	tt0082405	movie	The Four Seasons	The Four Seasons	0.0	1981.0		107.0	Comedy,Drama	6.8	5759.0
The Fox and the Hound 2	2006	G		small					False	small	tt0465997	video	The Fox and the Hound 2	The Fox and the Hound 2	0.0	2006.0		69.0	Adventure,Animation,Comedy	5.1	6273.0
The Frankenstein Chronicles	2017				TV-MA	TV Show	big		False	big											
The Free Man	2016				TV-PG	Movie	big	Toa Fraser	False	big	tt5271264	movie	The Free Man	The Free Man	0.0	2016.0		84.0	Action,Documentary,Sport	6.3	75.0
The Frozen Dead	2017				TV-MA	TV Show	big		False	big											
The Fundamentals of Caring	2016				TV-MA	Movie	big	Rob Burnett	False	big	tt2452386	movie	The Fundamentals of Caring	The Fundamentals of Caring	0.0	2016.0		97.0	Comedy,Drama	7.3	82269.0
The Furchester Hotel	2015	TV-Y		small	TV-Y	TV Show	big		False	smallbig											
The Fury of a Patient Man	2016				TV-MA	Movie	big	Raúl Arévalo	False	big	tt4771896	movie	The Fury of a Patient Man	Tarde para la ira	0.0	2016.0		92.0	Crime,Drama,Thriller	6.7	12827.0
The Future of Water	2007				TV-PG	TV Show	big		False	big	tt2173801	tvSeries	The Future of Water	The Future of Water	0.0	2007.0			Documentary	7.6	74.0
The Garden of Words	2013				TV-14	Movie	big	Makoto Shinkai	False	big	tt2591814	movie	The Garden of Words	Koto no ha no niwa	0.0	2013.0		46.0	Animation,Drama,Romance	7.4	55651.0
The Get Down	2017	TV-MA	80.0	small	TV-MA	TV Show	big		True	smallbig											
The Giant	2017				TV-14	Movie	big	Aitor Arregi, Jon Garaño	False	big	tt5693136	movie	The Giant	Handia	0.0	2017.0		114.0	Drama,History	6.6	4728.0
The Girl King	2015				TV-MA	Movie	big	Mika Kaurismäki	False	big	tt1254322	movie	The Girl King	The Girl King	0.0	2015.0		106.0	Biography,Drama,History	5.9	4574.0
The Girl from the Song	2016				TV-MA	Movie	big	Ibai Abad	False	big											
The Girl in the Book	2015	TV-MA		small					False	small	tt2980554	movie	The Girl in the Book	The Girl in the Book	0.0	2015.0		86.0	Drama	6.1	4748.0
The Golden Child	1986				PG-13	Movie	big	Michael Ritchie	False	big	tt0091129	movie	The Golden Child	The Golden Child	0.0	1986.0		94.0	Action,Adventure,Comedy	6.0	61185.0
The Golden Path	2007				TV-MA	TV Show	big		False	big											
The Golden Years with Javed Akhtar	2016				TV-G	TV Show	big		False	big	tt7154572	tvSeries	The Golden Years with Javed Akhtar	The Golden Years with Javed Akhtar	0.0	2016.0		54.0	Documentary,Drama	7.8	21.0
The Good Catholic	2017				PG-13	Movie	big	Paul Shoulberg	False	big	tt4721404	movie	The Good Catholic	The Good Catholic	0.0	2017.0		98.0	Comedy,Drama	5.3	982.0
The Good Neighbor	2016				TV-MA	Movie	big	Kasra Farahani	False	big	tt2262315	movie	The Good Neighbor	The Good Neighbor	0.0	2016.0		98.0	Crime,Drama,Horror	6.3	18876.0
The Goods: Live Hard, Sell Hard	2009				R	Movie	big	Neal Brennan	False	big	tt1092633	movie	The Goods: Live Hard, Sell Hard	The Goods: Live Hard, Sell Hard	0.0	2009.0		89	Comedy	5.7	22864.0
The Gospel of John	2014				TV-14	Movie	big	David Batty	False	big	tt3454828	movie	The Gospel of John	The Gospel of John	0.0	2014.0		160.0	Drama	7.8	1070.0
The Gospel of Luke	2015				TV-14	Movie	big	David Batty	False	big	tt3900196	movie	The Gospel of Luke	The Gospel of Luke	0.0	2015.0		215.0	Drama	7.3	519.0
The Gospel of Mark	2015				TV-14	Movie	big	David Batty	False	big	tt3253940	movie	The Gospel of Mark	The Gospel of Mark	0.0	2015.0		123	Drama	7.8	418.0
The Gospel of Matthew	2014				TV-14	Movie	big	David Batty	False	big											
The Governor	2016				TV-14	TV Show	big		False	big	tt7128052	tvSeries	The Governor	The Governor	0.0	2016.0			Drama	7.9	121.0
The Grandmaster	2013				PG-13	Movie	big	Wong Kar Wai	False	big	tt1462900	movie	The Grandmaster	Yi dai zong shi	0.0	2013.0		130.0	Action,Biography,Drama	6.6	37459.0
The Great British Baking Show	2016	TV-PG	94.0	small					True	small											
The Great British Baking Show: The Beginnings	2012				TV-PG	TV Show	big		False	big											
The Great Gambler	1979				TV-14	Movie	big	Shakti Samanta	False	big	tt0079236	movie	The Great Gambler	The Great Gambler	0.0	1979.0		161.0	Action,Crime,Romance	6.4	756.0
The Great Gilly Hopkins	2016	PG	69.0	small					True	small	tt7048532	tvEpisode	The Great Gilly Hopkins	The Great Gilly Hopkins	0.0	2016.0			Documentary		
The Great Magician	2011				TV-14	Movie	big	Yee Tung-Shing	False	big	tt1869721	movie	The Great Magician	Dai moh seut si	0.0	2011.0		128.0	Comedy,Drama,Mystery	5.9	2050.0
The Green Inferno	2013				R	Movie	big	Eli Roth	False	big	tt2403021	movie	The Green Inferno	The Green Inferno	0.0	2013.0		100.0	Adventure,Horror	5.4	51736.0
The Gruffalo	2009	TV-Y		small					False	small	tt1461418	tvMovie	The Gruffalo	The Gruffalo	0.0	2009.0		27.0	Animation,Family,Fantasy	7.5	8057.0
The Guardian Brothers	2016				TV-G	Movie	big	Gary Wang	False	big											
The Guild	2013				TV-MA	TV Show	big		False	big	tt2784870	short	The Guild	The Guild	0.0	2013.0		37.0	Comedy,Drama,Romance		
The Guns of Navarone	1961				TV-14	Movie	big	J. Lee Thompson	False	big	tt0054953	movie	The Guns of Navarone	The Guns of Navarone	0.0	1961.0		158.0	Action,Adventure,Drama	7.5	57057.0
The Hateful Eight: Extended Version	2015				R	TV Show	big	Quentin Tarantino	False	big											
The Hatred	2017				R	Movie	big	Michael G. Kehoe	False	big	tt6089700	movie	The Hatred	The Hatred	0.0	2017.0		90.0	Drama,Horror,Mystery	3.6	2599.0
The Haunted Hathaways	2013				TV-G	TV Show	big		False	big	tt2535732	tvSeries	The Haunted Hathaways	The Haunted Hathaways	0.0	2013.0	2015.0	30.0	Comedy,Family,Fantasy	5.3	3057.0
The Haunting of Molly Hartley	2008				PG-13	Movie	big	Mickey Liddell	False	big	tt1045655	movie	The Haunting of Molly Hartley	The Haunting of Molly Hartley	0.0	2008.0		85.0	Drama,Horror,Thriller	3.9	10258.0
The Heartbreak Kid	2007				R	Movie	big	Bobby Farrelly, Peter Farrelly	False	big	tt0408839	movie	The Heartbreak Kid	The Heartbreak Kid	0.0	2007.0		116.0	Comedy,Romance	5.8	97747.0
The Heretics	2017				TV-MA	Movie	big	Chad Archibald	False	big	tt6318848	movie	The Heretics	The Heretics	0.0	2017.0		87.0	Fantasy,Horror,Thriller	4.8	2140.0
The Hero of Color City	2014	G		small					False	small	tt0498351	movie	The Hero of Color City	The Hero of Color City	0.0	2014.0		77.0	Adventure,Animation,Family	3.9	771.0
The Heroes of Evil	2015				TV-MA	Movie	big	Zoe Berriatúa	False	big											
The Heyday of the Insensitive Bastards	2017				TV-MA	Movie	big	Mark Columbus, Lauren Hoekstra, Sarah Kruchowski, Ryan Moody, Simon Savelyev, Vanita Shastry, Shadae Lamar Smith, Jeremy David White	False	big											
The History of Future Folk	2012				TV-14	Movie	big	John Mitchell, Jeremy Kipp Walker	False	big	tt2245195	movie	The History of Future Folk	The History of Future Folk	0.0	2012.0		86.0	Comedy,Music,Sci-Fi	7.1	3726.0
The Hollow Point	2016				R	Movie	big	Gonzalo López-Gallego	False	big	tt2918606	movie	The Hollow Point	The Hollow Point	0.0	2016.0		97	Adventure,Crime,Drama	5.4	6352.0
The Hollywood Masters	2017				TV-MA	TV Show	big		False	big	tt7178034	tvSeries	The Hollywood Masters	The Hollywood Masters	0.0	2017.0			Biography,Documentary	7.5	102.0
The Holy Man	2005				TV-14	Movie	big	Note Chern-Yim	False	big	tt0470850	movie	The Holy Man	Luang phii theng	0.0	2005.0		92.0	Comedy	5.8	162.0
The Honorable Woman	2014	TV-MA		small					False	small	tt3021686	tvMiniSeries	The Honorable Woman	The Honourable Woman	0.0	2014.0	2014.0	58.0	Drama,Thriller	7.9	11768.0
The House Next Door	2017				TV-MA	Movie	big	Milind Rau	False	big											
The House That Made Me	2015				TV-PG	TV Show	big		False	big											
The House on Coco Road	2016				TV-14	Movie	big	Damani Baker	False	big	tt6338126	movie	The House on Coco Road	The House on Coco Road	0.0	2016.0			Documentary	7.5	44.0
The Human Factor: The Untold Story of the Bombay Film Orchestras	2013				TV-PG	Movie	big	Rudradeep Bhattacharjee	False	big											
The Humanity Bureau	2017				R	Movie	big	Rob W. King	False	big	tt6143568	movie	The Humanity Bureau	The Humanity Bureau	0.0	2017.0		95.0	Sci-Fi,Thriller	4.5	12313.0
The Hundred-Foot Journey	2014				PG	Movie	big	Lasse Hallström	False	big	tt2980648	movie	The Hundred-Foot Journey	The Hundred-Foot Journey	0.0	2014.0		122.0	Comedy,Drama	7.3	89025.0
The Hurt Business	2016				PG-13	Movie	big	Vlad Yudin	False	big	tt3993350	movie	The Hurt Business	The Hurt Business	0.0	2016.0		107	Documentary,Sport	6.4	971.0
The IT Crowd	2013				TV-MA	TV Show	big		False	big											
The Imaginarium of Doctor Parnassus	2009				PG-13	Movie	big	Terry Gilliam	False	big	tt1054606	movie	The Imaginarium of Doctor Parnassus	The Imaginarium of Doctor Parnassus	0.0	2009.0		123.0	Adventure,Comedy,Fantasy	6.8	155409.0
The In-Laws	2011				TV-14	TV Show	big		False	big	tt12199688	tvSeries	The In-Laws	The In-Laws	0.0	2011.0	2011.0	60.0	Drama	9.1	7.0
The Inbetweeners	2010				TV-MA	TV Show	big		False	big											
The Incredible Jessica James	2017				TV-MA	Movie	big	Jim Strouse	False	big	tt5990342	movie	The Incredible Jessica James	The Incredible Jessica James	0.0	2017.0		85.0	Comedy	6.5	8891.0
The Indian Detective	2017				TV-14	TV Show	big		False	big	tt5797220	tvMiniSeries	The Indian Detective	The Indian Detective	0.0	2017.0	2017.0	43.0	Comedy,Crime,Drama	6.5	3577.0
The International Player	2009				TV-14	Movie	big	Ahmed Medhat	False	big	tt1772838	movie	The International Player	El alamy	0.0	2009.0		93.0	Drama,Sport	6.4	701.0
The Intouchables	2011				R	Movie	big	Olivier Nakache, Éric Toledano	False	big	tt1675434	movie	The Intouchables	Intouchables	0.0	2011.0		112.0	Comedy,Drama	8.5	964637.0
The Invisible Guardian	2017				TV-MA	Movie	big	Fernando González Molina	False	big	tt4924942	movie	The Invisible Guardian	El guardián invisible	0.0	2017.0		129.0	Crime,Mystery,Thriller	6.4	18409.0
The Invisible Guest	2016				TV-14	Movie	big	Paulo Oriol	False	big	tt4857264	movie	The Invisible Guest	Contratiempo	0.0	2016.0		106.0	Crime,Drama,Mystery	8.0	199837.0
The Irish Mob	2008				TV-MA	TV Show	big		False	big	tt10452196	tvMiniSeries	The Irish Mob	The Irish Mob	0.0	2008.0	2016.0	45.0	Biography,Crime,Documentary	6.8	79.0
The Iron Giant	1999	PG	83.0	small					True	small	tt0129167	movie	The Iron Giant	The Iron Giant	0.0	1999.0		86.0	Action,Adventure,Animation	8.1	239945.0
The Iron Lady	2011				PG-13	Movie	big	Phyllida Lloyd	False	big	tt1007029	movie	The Iron Lady	The Iron Lady	0.0	2011.0		105.0	Biography,Drama	6.4	114757.0
The Irregular at Magic High School	2014				TV-14	TV Show	big		False	big	tt3874528	tvSeries	The Irregular at Magic High School	Mahouka koukou no rettousei	0.0	2014.0		22.0	Action,Animation,Drama	7.0	4431.0
The Ivory Game	2016				TV-14	Movie	big	Kief Davidson, Richard Ladkani	False	big	tt5952266	movie	The Ivory Game	The Ivory Game	0.0	2016.0		112.0	Documentary	7.8	3551.0
The Jack King Affair	2015				TV-14	Movie	big	Benjamin Cohen, Nicolas Cotto	False	big											
The Jaime Maussan Show	2010				TV-PG	TV Show	big		False	big											
The Jane Austen Book Club	2007				PG-13	Movie	big	Robin Swicord	False	big	tt0866437	movie	The Jane Austen Book Club	The Jane Austen Book Club	0.0	2007.0		106.0	Comedy,Drama,Romance	6.7	29326.0
The Journey Is the Destination	2016				R	Movie	big	Bronwen Hughes	False	big	tt3292080	movie	The Journey Is the Destination	The Journey Is the Destination	0.0	2016.0		123	Drama	6.4	784.0
The Jungle School	2013				TV-PG	Movie	big	Riri Riza	False	big											
The Karate Kid	1984				PG	Movie	big	John G. Avildsen	False	big	tt0087538	movie	The Karate Kid	The Karate Kid	0.0	1984.0		126.0	Action,Drama,Family	7.3	254664.0
The Karate Kid Part II	1986				PG	Movie	big	John G. Avildsen	False	big	tt0091326	movie	The Karate Kid Part II	The Karate Kid Part II	0.0	1986.0		113.0	Action,Family,Sport	6.1	102576.0
